,speaker,time,text,debate
757,Moderator,01:07:09,All right.,1
758,Donald Trump,01:07:10,Excuse me [crosstalk 01:07:11]-,1
759,Moderator,01:07:12,"No. No. No. I have a final [crosstalk 00:13:12]. Gentlemen, I have a final question [crosstalk 01:07:14]-",1
760,Donald Trump,01:07:15,"You know it can’t be done. You know it can’t, and already, there’s been fraud [crosstalk 01:07:19]-",1
761,Joe Biden,01:07:19,Mail service delivers [crosstalk 01:07:21] 185 million pieces of mail a day [crosstalk 01:07:24]-,1
762,Moderator,01:07:24,"We can keep talking. In eight states, [crosstalk 01:07:27] election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day. That means that it’s likely, because there’s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days. It could be weeks-",1
763,Donald Trump,01:07:50,Could be months-,1
764,Moderator,01:07:50,"… until we find out who the new president is. First for you, sir. Finally, for the vice president, and I hope neither of you will interrupt the other. Will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest? And will you pledge tonight that you will not declare victory until the election has been independently certified? President Trump, you go first-",1
765,Donald Trump,01:08:16,"I’m urging my supporters to go in to the polls and watch very carefully, because that’s what has to happen. I am urging them to do it. As you know, today there was a big problem. In Philadelphia, they went in to watch. They’re called poll watchers, a very safe, very nice thing. They were thrown out. They weren’t allowed to watch. You know why? Because bad things happen in Philadelphia. Bad things. And I am urging my people. I hope it’s going to be a fair election. If it’s a fair election-",1
766,Moderator,01:08:44,You’re urging them what?,1
767,Donald Trump,01:08:45,"… I am 100% on board. But if I see tens of thousands of ballots being manipulated, I can’t go along with that. And I’ll tell you why-",1
768,Moderator,01:08:53,"What does that mean, not go along-",1
769,Donald Trump,01:08:53,… from a common sense-,1
770,Moderator,01:08:54,Does that mean you’re going to tell your people-,1
771,Donald Trump,01:08:55,I’ll tell you what it means-,1
772,Moderator,01:08:55,… to take to the streets?,1
773,Donald Trump,01:08:56,It means you have a fraudulent election. You’re sending out 80 million ballots-,1
774,Moderator,01:09:00,And what would you do about that?,1
775,Donald Trump,01:09:01,"They’re not equipped… These people aren’t equipped to handle it, number one. Number two, they cheat. They cheat. Hey, they found ballots in a wastepaper basket three days ago, and they all had the name military ballots. There were military. They all had the name Trump on them.",1
776,Moderator,01:09:17,Vice President Biden-,1
777,Donald Trump,01:09:17,You think that’s good?,1
778,Moderator,01:09:18,"Vice President Biden, final question for you. Will you urge your supporters to stay calm while the vote is counted? And will you pledge not to declare victory until the election is independently certified?",1
779,Joe Biden,01:09:30,"Yes. And here’s the deal. We count the ballots, as you pointed out. Some of these ballots in some states can’t even be opened until election day. And if there’s thousands of ballots, it’s going to take time to do it. And by the way, our military… They’ve been voting by ballots since the end of the Civil War, in effect. And that’s what’s going to happen. Why is it, for them, somehow not fraudulent. It’s the same process. It’s honest. No one has established at all that there is fraud related to mail-in ballots, that somehow it’s a fraudulent process.",1
780,Donald Trump,01:10:07,It’s already been established. Take a look at Carolyn Maloney’s race-,1
781,Moderator,01:10:10,"I asked you. You had an opportunity to respond [crosstalk 01:10:13]. Go ahead [crosstalk 01:10:14]. Vice President Biden, go ahead.",1
782,Joe Biden,01:10:15,"He has no idea what he’s talking about. Here’s the deal. The fact is, I will accept it, and he will too. You know why? Because once the winner is declared after all the ballots are counted, all the votes are counted, that’ll be the end of it. That’ll be the end of it. And if it’s me, in fact, fine. If it’s not me, I’ll support the outcome. And I’ll be a president, not just for the Democrats. I’ll be a president for Democrats and Republicans. And this guy-",1
783,Donald Trump,01:10:41,I want to see an honest ballot cut-,1
784,Moderator,01:10:43,"Gentlemen, just say that’s the end of it [crosstalk 01:10:45]. This is the end of this debate-",1
785,Donald Trump,01:10:47,I want to see an honest ballot count.,1
786,Moderator,01:10:48,We’re going to leave it there-,1
787,Donald Trump,01:10:49,And I think he does too-,1
788,Moderator,01:10:50,"… to be continued in more debates as we go on. President Trump, Vice President Biden, it’s been an interesting hour and a half. I want to thank you both for participating in the first of three debates that you have agreed to engage in. We want to thank Case Western Reserve University and the Cleveland Clinic for hosting this event. The next debate, sponsored by the Commission on Presidential Debates, will be one week from tomorrow, October 7th, at the University of Utah in Salt Lake City. The two vice presidential nominees, Vice President Mike Pence and Senator Kamala Harris will debate at 9:00 PM Eastern that night. We hope you watch. Until then, thank you, and good night. Thank you. Transcribe Your Own Content Try Rev and save time transcribing, captioning, and subtitling. Transcribe Your Own Content Try Rev and save time transcribing, captioning, and subtitling. Copyright Disclaimer Under Title 17 U.S.C. Section 107, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is permitted by copyright statute that might otherwise be infringing. Get a weekly digest of the week’s most important transcripts in your inbox. It’s the news, without the news.",1
789,Moderator,00:00:18,"Good evening, everyone. Good evening. Thank you so much for being here. It is such an honor for me to moderate this debate tonight, the final debate. I want to welcome the first family and the first lady. We’re so glad and thankful that you are feeling better. I want to welcome the Biden family, Dr. Jill Biden. Thank you all for being here tonight. We are so excited. We’re looking forward to a really robust discussion. And the only thing I would reiterate are the CPD guidelines that when the candidates are talking, please hold any applause or any other reactions. Except of course, when they walk out, make sure you cheer and loud and applause so that everyone can hear you. Thank you for having me. This is really the honor of a lifetime. I am going to sit down and just get organized and get settled and the show will start very soon. Thank you for being here. (silence). Good evening from Belmont University in Nashville, Tennessee. I’m Kristen Welker of NBC News. And I welcome you to the final 2020 presidential debate between President Donald J. Trump and former vice president Joe Biden. Tonight’s debate is sponsored by the Commission on Presidential Debates. It is conducted under health and safety protocols designed by the Commission’s health security advisor. The audience here in the hall has promised to remain silent. No cheers, boos, or other interruptions, except right now, as we welcome to the stage, former vice president Joe Biden and President Donald J. Trump.",2
790,Donald Trump,00:07:37,How are you doing? How are you?,2
791,Moderator,00:07:58,"And I do want to say a very good evening to both of you. This debate will cover six major topics. At the beginning of each section, each candidate will have two minutes, uninterrupted, to answer my first question. The Debate Commission will then turn on their microphone only when it is their turn to answer. And the Commission will turn it off exactly when the two minutes have expired. After that, both microphones will remain on. But on behalf of the voters, I’m going to ask you to please speak one at a time.",2
792,Moderator,00:08:27,"The goal is for you to hear each other and for the American people to hear every word of what you both have to say. And so with that, if you’re ready, let’s start. And we will begin with the fight against the coronavirus. President Trump, the first question is for you. The country is heading into a dangerous new phase. More than 40,000 Americans are in the hospital tonight with COVID, including record numbers here in Tennessee. And since the two of you last shared a stage, 16,000 Americans have died from COVID. So please be specific. How would you lead the country during this next stage of the coronavirus crisis? Two minutes, uninterrupted.",2
793,Moderator,00:09:03,… during this next stage of the coronavirus crisis. Two minutes uninterrupted.,2
794,Donald Trump,00:09:04,"So as you know, 2.2 million people modeled out, were expected to die. We closed up the greatest economy in the world in order to fight this horrible disease that came from China. It’s a worldwide pandemic. It’s all over the world. You see the spikes in Europe and many other places right now. If you notice, the mortality rate is down 85%. The excess mortality rate is way down and much lower than almost any other country. And we’re fighting it and we’re fighting it hard. There is a spike. There was a spike in Florida and it’s now gone.",2
795,Donald Trump,00:09:41,"There was a very big spike in Texas. It’s now gone. There was a very big spike in Arizona. It’s now gone. And there was some spikes and surges and other places, they will soon be gone. We have a vaccine that’s coming. It’s ready. It’s going to be announced within weeks. And it’s going to be delivered. We have Operation Warp Speed, which is the military is going to distribute the vaccine.",2
796,Donald Trump,00:10:04,"I can tell you from personal experience, I was in the hospital. I had it and I got better. And I will tell you that I had something that they gave me, a therapeutic, I guess they would call it. Some people could say it was a cure, but I was in for a short period of time. And I got better very fast or I wouldn’t be here tonight. And now they say I’m immune. Whether it’s four months or a lifetime, nobody’s been able to say that, but I’m immune. More and more people are getting better. We have a problem that’s a worldwide problem. This is a worldwide problem, but I’ve been congratulated by the heads of many countries on what we’ve been able to do. If you take a look at what we’ve done in terms of goggles and masks and gowns and everything else, and in particular ventilators we’re now making ventilators all over the world, thousands and thousands a month distributing them all over the world. It will go away. And as I say, we’re rounding the turn. We’re rounding the corner. It’s going away.",2
797,Moderator,00:11:06,Okay. Former Vice President Biden to you. How would you lead the country out of this crisis? You have two minutes uninterrupted.,2
798,Joe Biden,00:11:13,"220,000 Americans dead. You hear nothing else I say tonight, hear this. Anyone who is responsible for not taking control. In fact, not saying I take no responsibility initially. Anyone is responsible for that many deaths should not remain as president of the United States of America. We’re in a situation where there are a thousand deaths a day now. A thousand deaths a day. And there are over 70,000 new cases per day. Compared to what’s going on in Europe as the New England Medical Journal said, they’re starting from a very low rate. We’re starting from a very high rate.",2
799,Joe Biden,00:11:56,"The expectation is we’ll have another 200,000 Americans dead between now and the end of the year. If we just wore these masks, the president’s own advisors have told him, we can save a 100,000 lives. And we’re in a circumstance where the president thus far and still has no plan, no comprehensive plan.",2
800,Joe Biden,00:12:19,"What I would do is make sure we have everyone encouraged to wear a mask all the time. I would make sure we move into the direction of rapid testing, investing in rapid testing. I would make sure that we set up national standards as to how to open up schools and open up businesses so they can be safe and give them the wherewithal, the financial resources to be able to do that.",2
801,Joe Biden,00:12:41,"We’re in a situation now where the New England Medical Journal, one of the serious, most serious journals in the whole world said for the first time ever that the way this president has responded to this crisis has been absolutely tragic. And so folks, I will take care of this. I will end this. I will make sure we have a plan.",2
802,Moderator,00:13:01,"President Trump, I’d like to follow up with you and your comments. You talked about taking a therapeutic, I assume you’re referencing Regeneron. You also said a vaccine will be coming within weeks. Is that a guarantee?",2
803,Donald Trump,00:13:13,"No, it’s not a guarantee, but it will be by the end of the year. But I think it has a good chance. There are two companies, I think within a matter of weeks and it will be distributed very quickly.",2
804,Moderator,00:13:22,Can you tell us which companies?,2
805,Donald Trump,00:13:23,"Johnson & Johnson is doing very well. Moderna is doing very well. Pfizer is doing very well and we have numerous others. Then we also have others that we’re working on very closely with other countries, in particular Europe.",2
806,Moderator,00:13:35,"Let me follow up with you and because this is new information. You have set a vaccine is coming soon within weeks now. Your own officials say, “It could take well into 2021 at the earliest for enough Americans to get vaccinated.” And even then they say, “The country will be wearing masks and distancing into 2022.” Is your timeline realistic?",2
807,Donald Trump,00:13:53,"No, I think my timeline is going to be more accurate. I don’t know that they’re counting on the military the way I do, but we have our generals lined up, one in particular that’s the head of logistics and this is a very easy distribution for him. He’s ready to go. As soon as we have the vaccine and we expect to have a 100 million vials. As soon as we have the vaccine, he’s ready to go.",2
808,Moderator,00:14:13,"Vice President Biden, your reaction. And just 40% of Americans say they would definitely agree to take a coronavirus vaccine if it was approved by the government. What steps would you take to give Americans confidence in a vaccine if it were approved?",2
809,Joe Biden,00:14:26,"Make sure it’s totally transparent. Have the scientists of the world see it, know it, look at it, go through all the processes. And by the way, this is the same fellow who told you, “This is going to end by Easter” last time. This is the same fellow who told you that, “Don’t worry, we’re going to end this by the summer.” We’re about to go into a dark winter, a dark winter and he has no clear plan. And there’s no prospect that there’s going to be a vaccine available for the majority of the American people before the middle of next year.",2
810,Moderator,00:14:54,"President Trump, your reaction. He says, you have no plan.",2
811,Donald Trump,00:14:56,"I don’t think we’re going to have a dark winter at all. We’re opening up our country. We’ve learned and studied and understand the disease, which we didn’t at the beginning. When I closed and banned China from coming in heavily infected and then ultimately Europe, but China was in January. Months later, he was saying I was xenophobic. I did it too soon. Now he’s saying, “Oh, I should have moved quicker,” but he didn’t move quicker. He was months behind me, many months behind me.",2
812,Donald Trump,00:15:24,"And frankly, he ran the H1N1 swine flu and it was a total disaster. Far less lethal, but it was a total disaster. Had that had this kind of numbers, 700,000 people would be dead right now, but it was a far less lethal disease. Look, his own person who ran that for him, who, as you know, was his chief of staff said, “It was catastrophic. It was horrible. We didn’t know what we were doing.” Now he comes up and he tells us how to do this.",2
813,Donald Trump,00:16:01,"Also, everything that he said about the way every single move that he said we should make, that’s what we’ve done. We’ve done all of it. But he was way behind us.",2
814,Moderator,00:16:10,"Vice President Biden, your response.",2
815,Joe Biden,00:16:12,"My response is he is xenophobic, but not because he shutdown access from China. And he did it late after 40 countries had already done that. In addition to that, what he did, he made sure that we had 44 people that were in there in China trying to get the Wuhan to determine what exactly the source was. What did the president say in January? He said, ” No.” He said, “He’s being transparent. The president of China is being transparent. We owe him a debt of gratitude. We have to thank him.”",2
816,Joe Biden,00:16:38,"And then what happened was we started talking about using the Defense Act to make sure we go out and get whatever is needed out there to protect people. And again, I go back to this. He had nothing, he did virtually nothing. And then he gets out of the hospital and he talks about, “Oh, don’t worry. It’s all going to be over soon.” Come on. There’s not another serious scientist in the world who thinks it’s going to be over soon.",2
817,Moderator,00:17:03,"President Trump, your reaction?",2
818,Donald Trump,00:17:04,"I didn’t say over soon. I say we’re learning to live with it. We have no choice. We can’t lock ourselves up in a basement like Joe does. He has the ability to lock himself up. I don’t know. He’s obviously made a lot of money someplace, but he has this thing about living in a basement. People can’t do that. By the way I as the president couldn’t do that. I’d love to put myself in the basement or in a beautiful room in the White House and go away for a year and a half until it disappears. I can’t do that.",2
819,Donald Trump,00:17:31,"And Kirsten, every meeting I had, every meeting I had and I’d meet a lot of families, including gold star families and military families. Every meeting I had and I had to meet them, I had to. It would be horrible to have canceled everything. I said, “This is dangerous and you catch it.” And I caught it. I learned a lot. I learned a lot. Great doctors, great hospitals. And now I recovered. 99.9 of young people recover. 99% of people recover. We have to recover-",2
820,Donald Trump,00:18:03,"99% of people recover. We have to recover. We can’t close up our nation. We have to open our school and we can’t close up our nation, or you’re not going to have a nation.",2
821,Moderator,00:18:11,"And, of course, the CDC has said young people can get sick with COVID-19 and can pass it. Vice President Biden, I want to talk broadly about strategy though.",2
822,Joe Biden,00:18:20,Can I respond to that?,2
823,Moderator,00:18:21,"30 seconds, please. Then I have a question.",2
824,Joe Biden,00:18:23,"Number one, he says that we’re learning to live with it. People are learning to die with it. You folks home will have an empty chair at the kitchen table this morning. That man or wife going to bed tonight and reaching over to try to touch, there out of habit, where their wife or husband was, is gone. Learning to live with it. Come on. We’re dying with it, because he’s never said. See, you said, “It’s dangerous.” When’s the last time? Is it really dangerous still? Are we dangerous. You tell the people it’s dangerous now. What should they do about the danger? And you say, “I take no responsibility.”",2
825,Moderator,00:18:56,Let me talk about your Tuesday-,2
826,Donald Trump,00:18:58,"Excuse me. I take full responsibility. It’s not my fault that it came here. It’s China’s fault. And you know what? It’s not Joe’s fault that it came here either. It’s China’s fault. They kept it from going into the rest of China for the most part, but they didn’t keep it from coming out to the world, including Europe and ourselves.",2
827,Moderator,00:19:16,Vice President Biden.,2
828,Joe Biden,00:19:17,"The fact is that when we knew it was coming, when it hit, what happened? What did the President say? He said, “Don’t worry. It’s going to go away. It’ll be gone by Easter. Don’t worry. Warm weather. Don’t worry. Maybe inject bleach.” He said he was kidding when he said that, but a lot of people thought it was serious. A whole range of things the President has said, even today, he thinks we are in control. We’re about to lose 200,000 more people.",2
829,Moderator,00:19:43,President Trump.,2
830,Donald Trump,00:19:44,"Look, perhaps just to finish this, I was kidding on that, but just to finish this, when I closed he said I shouldn’t have closed. And that went on for months. Nancy Pelosi said the same thing. She was dancing on the streets in Chinatown, in San Francisco. But when I closed, he said, “This is a terrible thing, you xenophobic.” I think he called me racist even, because I was closing it to China. Now he says I should have closed it earlier. Joe, it doesn’t.",2
831,Joe Biden,00:20:13,I didn’t say either of those things.,2
832,Donald Trump,00:20:14,You certainly did. You certainly did.,2
833,Joe Biden,00:20:17,I talked about his xenophobia in a different context. It wasn’t about closing the border to Chinese coming to the United States.,2
834,Moderator,00:20:24,"All right, I want to talk about both of your different strategies to handling this.",2
835,Donald Trump,00:20:27,"He thought I shouldn’t have closed the border, that’s obvious.",2
836,Moderator,00:20:31,"Do you want to respond to that quickly, Vice President Biden?",2
837,Joe Biden,00:20:33,No.,2
838,Moderator,00:20:33,"Okay. Let’s talk about your different strategies toward dealing with this. Mr. Vice President you suggested you would support new shutdowns if scientists recommended it. What do you say to Americans who are fearful that the cost of shutdowns, the impact on the economy, the higher rates of hunger, depression, domestic, and substance abuse outweighs the risk of exposure to the virus?",2
839,Joe Biden,00:20:54,"What I would say is, I’m going to shut down the virus, not the country. It’s his ineptitude that caused the country to have to shut down in large part, why businesses have gone under, why schools are closed, why so many people have lost their living, and why they’re concerned. Those other concerns are real. That’s why he should have been, instead of in a sand trap at his golf course, he should have been negotiating with Nancy Pelosi and the rest of the Democrats and Republicans about what to do about the acts they were passing for billions of dollars to make sure people had the capacity.",2
840,Moderator,00:21:23,But you haven’t ruled out more shut downs?,2
841,Joe Biden,00:21:25,"Oh, well, no. I’m not shutting down today, but there are … Look, you need standards. The standard is, if you have a reproduction rate in a community that’s above a certain level, everybody says, “Slow up. More social distancing. Do not open bars and do not open gymnasiums. Do not open until you get this under control, under more control.” But when you do open, give the people the capacity to be able to open and have the capacity to do it safely. For example, schools. Schools, they need a lot of money to be open. They need to deal with ventilation systems. They need to deal with smaller classes, more teachers, more pods, and he’s refused to support that money, or at least up to now.",2
842,Moderator,00:22:04,"Let’s talk about schools, President Trump-",2
843,Donald Trump,00:22:06,"I think we have to respond, if I might.",2
844,Moderator,00:22:07,Please. And then I have a follow-up.,2
845,Donald Trump,00:22:09,"Thank you, and I appreciate that. Look, all he does is talk about shut downs. But forget about him. His Democrat Governors, Cuomo in New York, you look at what’s going on in California, you look at Pennsylvania, North Carolina, Democrats, Democrats all, they’re shut down so tight and they’re dying. They’re dying. And he supports all these people. All he talks about is shut downs. No, we’re not going to shut down. And we have to open our schools. And it’s like, as an example, I have a young son, he also tested positive. By the time I spoke to the doctor the second time, he was fine. It just went away. Young people, I guess, it’s their immune system.",2
846,Moderator,00:22:47,"Let me follow up with you, President Trump. You’ve demanded schools open in person and insist they can do it safely. But just yesterday, Boston became the latest city to move its public school system entirely online after a coronavirus spike. What is your message to parents who worry that sending their children to school will endanger not only their kids but also their teachers and family?",2
847,Donald Trump,00:23:05,"I want to open the schools. The transmittal rate to the teachers is very small. But I want to open the schools. We have to open our country. We’re not going to have a country. You can’t do this. We can’t keep this country closed. This is a massive country with a massive economy. People are losing their jobs. They’re committing suicide. There’s depression, alcohol, drugs at a level that nobody’s ever seen before. There’s abuse, tremendous abuse. We have to open our country. I’ve said it often, the cure cannot be worse than the problem itself, and that’s what’s happening. And he wants to close down. He’ll close down the country if one person in our massive bureaucracy says we should close it down.",2
848,Moderator,00:23:50,"Vice President Biden, your response.",2
849,Joe Biden,00:23:51,"Simply not true. We ought to be able to walk and chew gum at the same time. We ought to be able to safely open, but they need resources to open? You need to be able to, for example, if you’re going to open a business, have social distancing within the business. You need to have, if you have a restaurant, you need to have plexiglass dividers so people cannot infect one another. You need to be in a position where you can take testing rapidly and know whether the person is in fact infected. You need to be able to trace. You need to be able to provide all the resources that are needed to do this. And that is not inconsistent with saying that we’re going to make sure that we’re going to open safely. And by the way, all you teachers out there, not that many of you are going to die, so don’t worry about it. So don’t worry about it. Come on.",2
850,Moderator,00:24:38,"President Trump, let me follow up with you quickly.",2
851,Donald Trump,00:24:40,"By the way, I will say this, If you go and look at what’s happened to New York, it’s a ghost town. It’s a ghost town. And when you talk about plexiglass, these are restaurants that had dying. These are businesses with no money. Putting up plexiglass is unbelievably expensive, and it’s not the answer. I mean, you’re going to sit there in a cubicle wrapped around with plastic. These are businesses that are dying, Joe. You can’t do that to people. You just can’t. Take a look at New York and what’s happened to my wonderful city. For so many years, I loved it. It was vibrant. It’s dying. Everyone’s leaving New York.",2
852,Moderator,00:25:15,Vice President Biden.,2
853,Joe Biden,00:25:15,"Take a look at what New York has done in terms of turning the curve down, in terms of the number of people dying. And I don’t look at this in terms of the way he does, blue states and red states. They’re all the United States. And look at the states that are having such a spike in the coronavirus. They’re the red states, they’re the states in the Midwest, they’re the states in the upper Midwest. That’s where the spike is occurring significantly. But they’re all Americans. They’re all Americans. And what we have to do is say, wear these masks, number one. Make sure we get the help that the businesses need. That money’s already been passed to do that. It’s been out there since the beginning of the summer, and nothing’s happened.",2
854,Donald Trump,00:25:55,"Kristen, New York has lost more than 40,000 people, 11,000 people in nursing homes.",2
855,Moderator,00:26:02,"President Trump, what about-",2
856,Donald Trump,00:26:02,"When you say spike, take a look at what’s happening in Pennsylvania where they’ve had it closed. Take a look at what’s happening with your friend in Michigan, where her husband’s the only one allowed to do anything. It’s been like a prison. Now, it was just ruled unconstitutional. Take a look at North Carolina, they’re having spikes and they’ve been closed, and they’re getting killed financially. We can’t let that happen, Joe. You can’t let that happen. We have to open up. And we understand the disease. We have to protect our seniors. We have to protect our elderly. We have to protect especially our seniors with heart problems and diabetes problems. And we will protect. We have the best testing in the world by far. That’s why we have so many cases.",2
857,Moderator,00:26:44,"Let me follow up with you before we move on to our next section. President Trump, this week, you called Dr. Anthony Fauci, the nation’s best known infectious disease expert “a disaster.” You described him and other medical experts as “idiots.” If you’re not listening to them, who are you listening to?",2
858,Donald Trump,00:26:58,"I’m listening to all of them, including Anthony. I get along very well with Anthony.",2
859,Donald Trump,00:27:02,"… think to all of them, including Anthony. I get along very well with Anthony, but he did say, “Don’t wear masks.” He did say, as you know, “This is not going to be a problem.” I think he’s a Democrat, but that’s okay. He said, “This is not going to be a problem. We are not going to have a problem at all.” When Joe says that I said, Anthony Fauci said, and others, and many others. And I’m not knocking him, nobody knew. Look, nobody knew what this thing was. Nobody knew where it was coming from, what it was. We’ve learned a lot. But Anthony said “Don’t wear masks,” now he wants to wear masks. Anthony also said, if you look back, exact words, here’s his exact words. “This is no problem. This is going to go away soon.” So he’s allowed to make mistakes. He happens to be a good person.",2
860,Moderator,00:27:44,"Vice President Biden, your response quickly, and then we’re going to move on to the next section.",2
861,Joe Biden,00:27:48,"My response is that think about what the President knew in January and didn’t tell the American people. He was told this was a serious virus that spread in the air, and it was much worse, much worse, than the flu. He went on record and said to one of your colleagues, recorded, that in fact he knew how dangerous it was but he didn’t want to tell us. He didn’t want to tell us because he didn’t want us to panic. He didn’t want us… Americans don’t panic. He panicked. But guess what, in the meantime, we find out in the New York Times the other day, that in fact his folks went to Wall Street and said, “This is a really dangerous thing.” And a memo out of that meeting — not from his administration, but from some of the brokers — said, “Sell short, because we’ve got to get moving. It’s a dangerous problem.”",2
862,Donald Trump,00:28:31,"Well, this is what I-",2
863,Moderator,00:28:31,I’m going to give you 30 seconds to respond and then we’re going to move on.,2
864,Donald Trump,00:28:34,[crosstalk 00:28:34] I don’t know. Somebody went through Wall Street. You’re the one that takes all the money from Wall Street. I don’t take it.,2
865,Joe Biden,00:28:39,I haven’t-,2
866,Donald Trump,00:28:39,"Joe, you have raised a lot of money, tremendous amounts of money. And every time you raise money deals are made, Joe. I could raise so much more money. As President, and as somebody that knows most of those people, I could call the heads of Wall Street, the heads of every company in America. I would blow away every record. But I don’t want to do that because it puts me in a bad position. And then you bring up Wall Street? You shouldn’t be bringing up Wall Street, because you’re the one that takes the money from Wall Street, not me. I could blow away your records like you wouldn’t believe. We don’t need money. We have plenty of money. In fact, we beat Hillary Clinton with a tiny fraction of the money that she was able to [crosstalk 00:29:15]",2
867,Moderator,00:29:15,"All right, gentlemen, we’re going to move on.",2
868,Donald Trump,00:29:16,Don’t tell me about [crosstalk 00:29:17].,2
869,Joe Biden,00:29:18,"Average contribution, $43.",2
870,Moderator,00:29:19,"All right. We’re going to move on to our next section, which is national security. And I do want to start with the security of our elections and some breaking news from overnight. Just last night, top intelligence officials confirmed again that both Russia and Iran are working to influence this election. Both countries have obtained US voter registration information, these officials say, and Iran sent intimidating messages to Florida voters. This question goes to you, Mr. Vice President. What would you do to put an end to this threat? You have two minutes, uninterrupted.",2
871,Joe Biden,00:29:49,"I made it clear and I asked everyone else to take the pledge. I made it clear that any country, no matter who it is, that interferes in American elections will pay a price. They will pay a price. And it’s been overwhelmingly clear this election — I won’t even get into the last one — this election, that Russia has been involved, China’s been involved to some degree, and now we learn that Iran is involved. They will pay a price if I’m elected. They’re interfering with American sovereignty. That’s what’s going on right now. They’re interfering with American sovereignty.",2
872,Joe Biden,00:30:23,"And to the best of my knowledge, I don’t think the President has said anything to Putin about it. I don’t think he’s talking to them a lot. I don’t think he’s said a word. I don’t know why he hasn’t said a word to Putin about it, and I don’t know what he has recently said, if anything, to the Iranians. My guess is he’d probably be more outspoken with regard to the Iranians.",2
873,Joe Biden,00:30:40,"But the point is this, folks. We are in a situation where we have foreign countries trying to interfere in the outcome of our election. His own National Security Advisor told him that what is happening with his buddy… Well, I shouldn’t… Well, I will. His buddy Rudy Giuliani. He’s being used as a Russian pawn. He’s being fed information that is Russian that is not true. And then what happens? Nothing happens. And then you find out that everything that’s going on here, about Russia is wanting to make sure that I do not get elected the next President of the United States, because they know I know them, and they know me.",2
874,Joe Biden,00:31:20,"I don’t understand why this President is unwilling to take on Putin when he’s actually paying bounties to kill American soldiers in Afghanistan, when he’s engaged in activities that are trying to destabilize all of NATO. I don’t know why he doesn’t do it, but it’s worth asking the question. Why isn’t that being done? Any country that interferes with us will, in fact, pay a price, because they’re affecting our sovereignty.",2
875,Moderator,00:31:45,"President Trump, same question to you. [crosstalk 00:31:48] Let me ask the question. You’re going to have two minutes to respond. For two elections in a row now, there has been substantial interference from foreign adversaries. What would you do in your next term to put an end to this? Two minutes, uninterrupted.",2
876,Donald Trump,00:31:58,"Well, let me respond to the first part, as Joe answered. Joe got $3.5 million from Russia and it came through Putin, because he was very friendly with the former mayor of Moscow and it was the mayor of Moscow’s wife. And you got $3.5 million. Your family got $3.5 million. And someday you’re going to have to explain, why did you get three and a half? I never got any money from Russia. I don’t get money from Russia.",2
877,Donald Trump,00:32:22,"Now, about your thing last night. I knew all about that. And through John — who is John Ratcliffe, who is fantastic, DNI — he said the one thing that’s common to both of them.",2
878,Donald Trump,00:00:00,"They both want you to lose because there has been nobody tougher to Russia between the sanctions, nobody tougher than me on Russia, between the sanctions, between all of what I’ve done with NATO. I’ve got the NATO countries to put up an extra $130 billion going to $420 billion a year. That’s to guard against Russia. I sold, while he was selling pillows and sheets, I sold tank busters to Ukraine. There has been nobody tougher on Russia than Donald Trump.",2
879,Donald Trump,00:00:33,"And I’ll tell you, they were so bad. They took over the submarine port, you remember that very well, during your term, during you and Barack Obama. They took over a big part of what should have been Ukraine. You handed it to them. But you were getting a lot of money from Russia. They were paying you a lot of money, and they probably still are. But now, with what came out today, it’s even worse. All of the emails, the emails, the horrible emails of the kind of money that you were raking in, you and your family. And Joe, you were vice-president when some of this was happening, and it should have never happened. And I think you owe an explanation to the American people. Why is it, somebody just had a news conference a little while ago who was essentially supposed to work with you and your family, but what he said was damning. And regardless of me, I think you have to clean it up and talk to the American people. Maybe you can do it right now.",2
880,Moderator,00:01:29,"Vice-President Biden, you may respond-",2
881,Joe Biden,00:01:31,[crosstalk 00:01:31].,2
882,Moderator,00:01:31,… and then I do want to follow up on the election security.,2
883,Joe Biden,00:01:33,"I have not taken a penny from any foreign source ever in my life. We learned that this president paid 50 times the tax in China as a secret bank account with China, does business in China, and in fact, is talking about me taking money? I have not taken a single penny from any country, whatsoever, ever, number one.",2
884,Joe Biden,00:01:57,"Number two, this is a president… I have released all of my tax returns, 22 years, go look at them, 22 years of my tax return. You have not released a single solitary year of your tax return. What are you hiding? Why are you unwilling? The foreign countries are paying you a lot. Russia’s paying you a lot. China’s paying you a lot on your hotels and all your businesses all around the country, all around the world. And China’s building a new road to a new golf course you have overseas. So, what’s going on here? Release your tax return or stop talking about corruption.",2
885,Moderator,00:02:32,"President Trump, your response.",2
886,Donald Trump,00:02:33,"First of all, I called my accountants, underwrote it, I’m going to release them as soon as we can. I want to do it. And it’ll show how successful, how great this company is. But much more importantly than that, people were saying $750. I asked them a week ago, I said, “What did I pay?” They said, “Sir, you prepaid tens of millions of dollars.” I prepaid my tax, over the last number of years, tens of millions of dollars, I prepaid, because at some point, they think it’s an estimate. They think I may have to pay tax. So I already prepaid it. Nobody told me that. Nobody told you that.",2
887,Moderator,00:03:11,Did your accountant tell you [crosstalk 00:03:11]?,2
